"Posição","Nome","Localidade","2005","2009","Unidade","Multiplicador"
"1.5.1.1.1","Público","Mato Grosso",,"74","estabelecimentos",1
"1.5.1.1.1","Público","Goiás",,"176","estabelecimentos",1
"1.5.1.1.1","Público","Distrito Federal",,"21","estabelecimentos",1
"1.5.1.1.2","Privado","Rondônia",,"43","estabelecimentos",1
"1.5.1.1.2","Privado","Acre",,"7","estabelecimentos",1
"1.5.1.1.2","Privado","Amazonas",,"19","estabelecimentos",1
"1.5.1.1.2","Privado","Roraima",,"2","estabelecimentos",1
"1.5.1.1.2","Privado","Pará",,"142","estabelecimentos",1
"1.5.1.1.2","Privado","Amapá",,"4","estabelecimentos",1
"1.5.1.1.2","Privado","Tocantins",,"14","estabelecimentos",1
"1.5.1.1.2","Privado","Maranhão",,"62","estabelecimentos",1
"1.5.1.1.2","Privado","Piauí",,"59","estabelecimentos",1
"1.5.1.1.2","Privado","Ceará",,"113","estabelecimentos",1
"1.5.1.1.2","Privado","Rio Grande do Norte",,"61","estabelecimentos",1
"1.5.1.1.2","Privado","Paraíba",,"69","estabelecimentos",1
"1.5.1.1.2","Privado","Pernambuco",,"131","estabelecimentos",1
"1.5.1.1.2","Privado","Alagoas",,"46","estabelecimentos",1
"1.5.1.1.2","Privado","Sergipe",,"30","estabelecimentos",1
"1.5.1.1.2","Privado","Bahia",,"274","estabelecimentos",1
"1.5.1.1.2","Privado","Minas Gerais",,"518","estabelecimentos",1
"1.5.1.1.2","Privado","Espírito Santo",,"91","estabelecimentos",1
"1.5.1.1.2","Privado","Rio de Janeiro",,"327","estabelecimentos",1
"1.5.1.1.2","Privado","São Paulo",,"739","estabelecimentos",1
"1.5.1.1.2","Privado","Paraná",,"323","estabelecimentos",1
"1.5.1.1.2","Privado","Santa Catarina",,"200","estabelecimentos",1
"1.5.1.1.2","Privado","Rio Grande do Sul",,"322","estabelecimentos",1
"1.5.1.1.2","Privado","Mato Grosso do Sul",,"86","estabelecimentos",1
"1.5.1.1.2","Privado","Mato Grosso",,"89","estabelecimentos",1
"1.5.1.1.2","Privado","Goiás",,"222","estabelecimentos",1
"1.5.1.1.2","Privado","Distrito Federal",,"43","estabelecimentos",1
"1.5.1.1.2.1","SUS","Rondônia",,"7","estabelecimentos",1
"1.5.1.1.2.1","SUS","Acre",,"4","estabelecimentos",1
"1.5.1.1.2.1","SUS","Amazonas",,"8","estabelecimentos",1
"1.5.1.1.2.1","SUS","Roraima",,"0","estabelecimentos",1
"1.5.1.1.2.1","SUS","Pará",,"92","estabelecimentos",1
"1.5.1.1.2.1","SUS","Amapá",,"1","estabelecimentos",1
"1.5.1.1.2.1","SUS","Tocantins",,"2","estabelecimentos",1
"1.5.1.1.2.1","SUS","Maranhão",,"41","estabelecimentos",1
"1.5.1.1.2.1","SUS","Piauí",,"44","estabelecimentos",1
"1.5.1.1.2.1","SUS","Ceará",,"84","estabelecimentos",1
"1.5.1.1.2.1","SUS","Rio Grande do Norte",,"53","estabelecimentos",1
"1.5.1.1.2.1","SUS","Paraíba",,"51","estabelecimentos",1
"1.5.1.1.2.1","SUS","Pernambuco",,"72","estabelecimentos",1
"1.5.1.1.2.1","SUS","Alagoas",,"36","estabelecimentos",1
"1.5.1.1.2.1","SUS","Sergipe",,"22","estabelecimentos",1
"1.5.1.1.2.1","SUS","Bahia",,"202","estabelecimentos",1
"1.5.1.1.2.1","SUS","Minas Gerais",,"400","estabelecimentos",1
"1.5.1.1.2.1","SUS","Espírito Santo",,"60","estabelecimentos",1
"1.5.1.1.2.1","SUS","Rio de Janeiro",,"150","estabelecimentos",1
"1.5.1.1.2.1","SUS","São Paulo",,"417","estabelecimentos",1
"1.5.1.1.2.1","SUS","Paraná",,"256","estabelecimentos",1
"1.5.1.1.2.1","SUS","Santa Catarina",,"156","estabelecimentos",1
"1.5.1.1.2.1","SUS","Rio Grande do Sul",,"279","estabelecimentos",1
"1.5.1.1.2.1","SUS","Mato Grosso do Sul",,"58","estabelecimentos",1
"1.5.1.1.2.1","SUS","Mato Grosso",,"57","estabelecimentos",1
"1.5.1.1.2.1","SUS","Goiás",,"148","estabelecimentos",1
"1.5.1.1.2.1","SUS","Distrito Federal",,"7","estabelecimentos",1
"1.5.2","Sem internação","Rondônia",,"430","estabelecimentos",1
"1.5.2","Sem internação","Acre",,"302","estabelecimentos",1
"1.5.2","Sem internação","Amazonas",,"802","estabelecimentos",1
"1.5.2","Sem internação","Roraima",,"397","estabelecimentos",1
"1.5.2","Sem internação","Pará",,"2160","estabelecimentos",1
"1.5.2","Sem internação","Amapá",,"247","estabelecimentos",1
"1.5.2","Sem internação","Tocantins",,"512","estabelecimentos",1
"1.5.2","Sem internação","Maranhão",,"2135","estabelecimentos",1
"1.5.2","Sem internação","Piauí",,"1644","estabelecimentos",1
"1.5.2","Sem internação","Ceará",,"3245","estabelecimentos",1
"1.5.2","Sem internação","Rio Grande do Norte",,"1487","estabelecimentos",1
"1.5.2","Sem internação","Paraíba",,"2000","estabelecimentos",1
"1.5.2","Sem internação","Pernambuco",,"3115","estabelecimentos",1
"1.5.2","Sem internação","Alagoas",,"1221","estabelecimentos",1
"1.5.2","Sem internação","Sergipe",,"950","estabelecimentos",1
"1.5.2","Sem internação","Bahia",,"6498","estabelecimentos",1
"1.5.2","Sem internação","Minas Gerais",,"8729","estabelecimentos",1
"1.5.2","Sem internação","Espírito Santo",,"1510","estabelecimentos",1
"1.5.2","Sem internação","Rio de Janeiro",,"4305","estabelecimentos",1
"1.5.2","Sem internação","São Paulo",,"9997","estabelecimentos",1
"1.5.2","Sem internação","Paraná",,"3929","estabelecimentos",1
"1.5.2","Sem internação","Santa Catarina",,"3054","estabelecimentos",1
"1.5.2","Sem internação","Rio Grande do Sul",,"3598","estabelecimentos",1
"1.5.2","Sem internação","Mato Grosso do Sul",,"987","estabelecimentos",1
"1.5.2","Sem internação","Mato Grosso",,"1346","estabelecimentos",1
"1.5.2","Sem internação","Goiás",,"1897","estabelecimentos",1
"1.5.2","Sem internação","Distrito Federal",,"1404","estabelecimentos",1
"1.5.2.1","Esfera administrativa",,,,"",""
"1.5.2.1.1","Público","Rondônia",,"283","estabelecimentos",1
"1.5.2.1.1","Público","Acre",,"255","estabelecimentos",1
"1.5.2.1.1","Público","Amazonas",,"684","estabelecimentos",1
"1.5.2.1.1","Público","Roraima",,"367","estabelecimentos",1
"1.5.2.1.1","Público","Pará",,"1887","estabelecimentos",1
"1.5.2.1.1","Público","Amapá",,"197","estabelecimentos",1
"1.5.2.1.1","Público","Tocantins",,"414","estabelecimentos",1
"1.5.2.1.1","Público","Maranhão",,"1859","estabelecimentos",1
"1.5.2.1.1","Público","Piauí",,"1336","estabelecimentos",1
"1.5.2.1.1","Público","Ceará",,"2809","estabelecimentos",1
"1.5.2.1.1","Público","Rio Grande do Norte",,"1159","estabelecimentos",1
"1.5.2.1.1","Público","Paraíba",,"1685","estabelecimentos",1
"1.5.2.1.1","Público","Pernambuco",,"2464","estabelecimentos",1
"1.5.2.1.1","Público","Alagoas",,"1109","estabelecimentos",1
"1.5.2.1.1","Público","Sergipe",,"750","estabelecimentos",1
"1.5.2.1.1","Público","Bahia",,"4379","estabelecimentos",1
"1.5.2.1.1","Público","Minas Gerais",,"6665","estabelecimentos",1
"1.5.2.1.1","Público","Espírito Santo",,"1057","estabelecimentos",1
"1.5.2.1.1","Público","Rio de Janeiro",,"2112","estabelecimentos",1
"1.5.2.1.1","Público","São Paulo",,"5397","estabelecimentos",1
"1.5.2.1.1","Público","Paraná",,"2731","estabelecimentos",1
"1.5.2.1.1","Público","Santa Catarina",,"1866","estabelecimentos",1
"1.5.2.1.1","Público","Rio Grande do Sul",,"2601","estabelecimentos",1
"1.5.2.1.1","Público","Mato Grosso do Sul",,"738","estabelecimentos",1
"1.5.2.1.1","Público","Mato Grosso",,"1129","estabelecimentos",1
"1.5.2.1.1","Público","Goiás",,"1359","estabelecimentos",1
"1.5.2.1.1","Público","Distrito Federal",,"122","estabelecimentos",1
"1.5.2.1.2","Privado","Rondônia",,"147","estabelecimentos",1
"1.5.2.1.2","Privado","Acre",,"47","estabelecimentos",1
"1.5.2.1.2","Privado","Amazonas",,"118","estabelecimentos",1
"1.5.2.1.2","Privado","Roraima",,"30","estabelecimentos",1
"1.5.2.1.2","Privado","Pará",,"273","estabelecimentos",1
"1.5.2.1.2","Privado","Amapá",,"50","estabelecimentos",1
"1.5.2.1.2","Privado","Tocantins",,"98","estabelecimentos",1
"1.5.2.1.2","Privado","Maranhão",,"276","estabelecimentos",1
"1.5.2.1.2","Privado","Piauí",,"308","estabelecimentos",1
"1.5.2.1.2","Privado","Ceará",,"436","estabelecimentos",1
"1.5.2.1.2","Privado","Rio Grande do Norte",,"328","estabelecimentos",1
"1.5.2.1.2","Privado","Paraíba",,"315","estabelecimentos",1
"1.5.2.1.2","Privado","Pernambuco",,"651","estabelecimentos",1
"1.5.2.1.2","Privado","Alagoas",,"112","estabelecimentos",1
"1.5.2.1.2","Privado","Sergipe",,"200","estabelecimentos",1
"1.5.2.1.2","Privado","Bahia",,"2119","estabelecimentos",1
"1.5.2.1.2","Privado","Minas Gerais",,"2064","estabelecimentos",1
"1.5.2.1.2","Privado","Espírito Santo",,"453","estabelecimentos",1
"1.5.2.1.2","Privado","Rio de Janeiro",,"2193","estabelecimentos",1
"1.5.2.1.2","Privado","São Paulo",,"4600","estabelecimentos",1
"1.5.2.1.2","Privado","Paraná",,"1198","estabelecimentos",1
"1.5.2.1.2","Privado","Santa Catarina",,"1188","estabelecimentos",1
"1.5.2.1.2","Privado","Rio Grande do Sul",,"997","estabelecimentos",1
"1.5.2.1.2","Privado","Mato Grosso do Sul",,"249","estabelecimentos",1
"1.5.2.1.2","Privado","Mato Grosso",,"217","estabelecimentos",1
"1.5.2.1.2","Privado","Goiás",,"538","estabelecimentos",1
"1.5.2.1.2","Privado","Distrito Federal",,"1282","estabelecimentos",1
"1.5.2.1.2.1","SUS","Rondônia",,"17","estabelecimentos",1
"1.5.2.1.2.1","SUS","Acre",,"2","estabelecimentos",1
"1.5.2.1.2.1","SUS","Amazonas",,"21","estabelecimentos",1
"1.5.2.1.2.1","SUS","Roraima",,"9","estabelecimentos",1
"1.5.2.1.2.1","SUS","Pará",,"52","estabelecimentos",1
"1.5.2.1.2.1","SUS","Amapá",,"2","estabelecimentos",1
"1.5.2.1.2.1","SUS","Tocantins",,"27","estabelecimentos",1
"1.5.2.1.2.1","SUS","Maranhão",,"52","estabelecimentos",1
"1.5.2.1.2.1","SUS","Piauí",,"101","estabelecimentos",1
"1.5.2.1.2.1","SUS","Ceará",,"79","estabelecimentos",1
"1.5.2.1.2.1","SUS","Rio Grande do Norte",,"80","estabelecimentos",1
"1.5.2.1.2.1","SUS","Paraíba",,"49","estabelecimentos",1
"1.5.2.1.2.1","SUS","Pernambuco",,"91","estabelecimentos",1
"1.5.2.1.2.1","SUS","Alagoas",,"34","estabelecimentos",1
"1.5.2.1.2.1","SUS","Sergipe",,"73","estabelecimentos",1
"1.5.2.1.2.1","SUS","Bahia",,"341","estabelecimentos",1
"1.5.2.1.2.1","SUS","Minas Gerais",,"287","estabelecimentos",1
"1.5.2.1.2.1","SUS","Espírito Santo",,"42","estabelecimentos",1
"1.5.2.1.2.1","SUS","Rio de Janeiro",,"169","estabelecimentos",1
"1.5.2.1.2.1","SUS","São Paulo",,"326","estabelecimentos",1
"1.5.2.1.2.1","SUS","Paraná",,"242","estabelecimentos",1
"1.5.2.1.2.1","SUS","Santa Catarina",,"137","estabelecimentos",1
"1.5.2.1.2.1","SUS","Rio Grande do Sul",,"145","estabelecimentos",1
"1.5.2.1.2.1","SUS","Mato Grosso do Sul",,"21","estabelecimentos",1
"1.5.2.1.2.1","SUS","Mato Grosso",,"23","estabelecimentos",1
"1.5.2.1.2.1","SUS","Goiás",,"82","estabelecimentos",1
"1.5.2.1.2.1","SUS","Distrito Federal",,"21","estabelecimentos",1
"1.6","Tipo de especialidade",,,,"",""
"1.6.1","Atendimento ambulatorial","Rondônia",,"498","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","Acre",,"279","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","Amazonas",,"848","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","Roraima",,"409","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","Pará",,"2312","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","Amapá",,"253","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","Tocantins",,"562","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","Maranhão",,"2366","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","Piauí",,"1825","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","Ceará",,"3424","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","Rio Grande do Norte",,"1641","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","Paraíba",,"2145","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","Pernambuco",,"3232","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","Alagoas",,"1217","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","Sergipe",,"962","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","Bahia",,"6760","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","Minas Gerais",,"8973","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","Espírito Santo",,"1560","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","Rio de Janeiro",,"4670","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","São Paulo",,"10544","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","Paraná",,"4362","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","Santa Catarina",,"3250","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","Rio Grande do Sul",,"3930","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","Mato Grosso do Sul",,"1022","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","Mato Grosso",,"1453","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","Goiás",,"2200","estabelecimentos",1
"1.6.1","Atendimento ambulatorial","Distrito Federal",,"1400","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Rondônia",,"69","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Acre",,"32","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Amazonas",,"104","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Roraima",,"37","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Pará",,"604","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Amapá",,"56","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Tocantins",,"45","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Maranhão",,"220","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Piauí",,"140","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Ceará",,"308","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Rio Grande do Norte",,"87","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Paraíba",,"125","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Pernambuco",,"214","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Alagoas",,"60","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Sergipe",,"54","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Bahia",,"822","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Minas Gerais",,"1081","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Espírito Santo",,"158","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Rio de Janeiro",,"547","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","São Paulo",,"1073","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Paraná",,"446","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Santa Catarina",,"348","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Rio Grande do Sul",,"318","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Mato Grosso do Sul",,"98","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Mato Grosso",,"148","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Goiás",,"228","estabelecimentos",1
"1.6.1.1","Sem atendimento médico","Distrito Federal",,"595","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Rondônia",,"378","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Acre",,"232","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Amazonas",,"702","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Roraima",,"362","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Pará",,"1572","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Amapá",,"182","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Tocantins",,"469","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Maranhão",,"2037","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Piauí",,"1537","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Ceará",,"2937","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Rio Grande do Norte",,"1412","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Paraíba",,"1811","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Pernambuco",,"2730","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Alagoas",,"1091","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Sergipe",,"839","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Bahia",,"5159","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Minas Gerais",,"7017","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Espírito Santo",,"1217","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Rio de Janeiro",,"3221","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","São Paulo",,"7246","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Paraná",,"3419","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Santa Catarina",,"2462","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Rio Grande do Sul",,"3137","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Mato Grosso do Sul",,"803","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Mato Grosso",,"1209","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Goiás",,"1721","estabelecimentos",1
"1.6.1.2","Com especialidades médicas básicas","Distrito Federal",,"435","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Rondônia",,"173","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Acre",,"47","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Amazonas",,"146","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Roraima",,"31","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Pará",,"407","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Amapá",,"43","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Tocantins",,"117","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Maranhão",,"359","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Piauí",,"289","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Ceará",,"571","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Rio Grande do Norte",,"393","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Paraíba",,"457","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Pernambuco",,"837","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Alagoas",,"233","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Sergipe",,"239","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Bahia",,"1915","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Minas Gerais",,"2765","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Espírito Santo",,"518","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Rio de Janeiro",,"2219","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","São Paulo",,"5337","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Paraná",,"1143","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Santa Catarina",,"1033","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Rio Grande do Sul",,"1217","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Mato Grosso do Sul",,"284","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Mato Grosso",,"277","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Goiás",,"634","estabelecimentos",1
"1.6.1.3","Com outras especialidades médicas","Distrito Federal",,"605","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Rondônia",,"198","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Acre",,"145","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Amazonas",,"427","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Roraima",,"281","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Pará",,"827","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Amapá",,"110","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Tocantins",,"348","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Maranhão",,"1074","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Piauí",,"886","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Ceará",,"1678","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Rio Grande do Norte",,"1004","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Paraíba",,"1399","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Pernambuco",,"1864","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Alagoas",,"658","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Sergipe",,"456","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Bahia",,"2876","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Minas Gerais",,"4156","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Espírito Santo",,"798","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Rio de Janeiro",,"2031","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","São Paulo",,"4683","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Paraná",,"2231","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Santa Catarina",,"1667","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Rio Grande do Sul",,"2249","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Mato Grosso do Sul",,"662","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Mato Grosso",,"656","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Goiás",,"1121","estabelecimentos",1
"1.6.1.4","Com atendimento odontológico","Distrito Federal",,"704","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Rondônia",,"194","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Acre",,"45","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Amazonas",,"98","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Roraima",,"28","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Pará",,"311","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Amapá",,"20","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Tocantins",,"141","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Maranhão",,"225","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Piauí",,"251","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Ceará",,"511","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Rio Grande do Norte",,"271","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Paraíba",,"467","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Pernambuco",,"705","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Alagoas",,"152","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Sergipe",,"119","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Bahia",,"1112","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Minas Gerais",,"3038","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Espírito Santo",,"589","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Rio de Janeiro",,"1658","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","São Paulo",,"3260","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Paraná",,"1363","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Santa Catarina",,"1174","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Rio Grande do Sul",,"1728","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Mato Grosso do Sul",,"338","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Mato Grosso",,"492","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Goiás",,"716","estabelecimentos",1
"1.6.2","Serviços de apoio à diagnose e terapia - SADT","Distrito Federal",,"288","estabelecimentos",1
"1.6.2.1","Esfera administrativa",,,,"",""
"1.6.2.1.1","Público","Rondônia",,"18","estabelecimentos",1
"1.6.2.1.1","Público","Acre",,"7","estabelecimentos",1
"1.6.2.1.1","Público","Amazonas",,"11","estabelecimentos",1
"1.6.2.1.1","Público","Roraima",,"4","estabelecimentos",1
"1.6.2.1.1","Público","Pará",,"41","estabelecimentos",1
"1.6.2.1.1","Público","Amapá",,"3","estabelecimentos",1
"1.6.2.1.1","Público","Tocantins",,"18","estabelecimentos",1
"1.6.2.1.1","Público","Maranhão",,"36","estabelecimentos",1
"1.6.2.1.1","Público","Piauí",,"23","estabelecimentos",1
"1.6.2.1.1","Público","Ceará",,"122","estabelecimentos",1
"1.6.2.1.1","Público","Rio Grande do Norte",,"22","estabelecimentos",1
"1.6.2.1.1","Público","Paraíba",,"54","estabelecimentos",1
"1.6.2.1.1","Público","Pernambuco",,"102","estabelecimentos",1
"1.6.2.1.1","Público","Alagoas",,"37","estabelecimentos",1
"1.6.2.1.1","Público","Sergipe",,"24","estabelecimentos",1
"1.6.2.1.1","Público","Bahia",,"97","estabelecimentos",1
"1.6.2.1.1","Público","Minas Gerais",,"382","estabelecimentos",1
"1.6.2.1.1","Público","Espírito Santo",,"47","estabelecimentos",1
"1.6.2.1.1","Público","Rio de Janeiro",,"77","estabelecimentos",1
"1.6.2.1.1","Público","São Paulo",,"234","estabelecimentos",1
"1.6.2.1.1","Público","Paraná",,"78","estabelecimentos",1
"1.6.2.1.1","Público","Santa Catarina",,"49","estabelecimentos",1
"1.6.2.1.1","Público","Rio Grande do Sul",,"43","estabelecimentos",1
"1.6.2.1.1","Público","Mato Grosso do Sul",,"39","estabelecimentos",1
"1.6.2.1.1","Público","Mato Grosso",,"153","estabelecimentos",1
"1.6.2.1.1","Público","Goiás",,"42","estabelecimentos",1
"1.6.2.1.1","Público","Distrito Federal",,"5","estabelecimentos",1
"1.6.2.1.2","Privado","Rondônia",,"176","estabelecimentos",1
